               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 145,               1.201,              1.0422,              1.6708,             0.93249,             0.86667,             0.92797,             0.69764,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 146,              1.1776,               1.043,              1.6758,             0.91203,             0.86401,             0.91648,             0.67748,                   0,                   0,                   0,            0.005215,            0.005215,            0.005215
                 147,              1.1696,             0.96081,              1.6206,             0.89444,             0.84733,              0.9004,             0.66465,                   0,                   0,                   0,            0.005182,            0.005182,            0.005182
                 148,              1.1322,             0.95239,              1.6239,             0.91408,             0.88658,             0.93563,             0.70738,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 149,              1.1053,             0.92734,               1.537,             0.94939,             0.85987,             0.92972,             0.69766,                   0,                   0,                   0,            0.005116,            0.005116,            0.005116
                 150,              1.1144,             0.95284,               1.597,             0.90296,             0.89171,               0.924,              0.6886,                   0,                   0,                   0,            0.005083,            0.005083,            0.005083
                 151,              1.1084,             0.96679,              1.5917,              0.9325,             0.84167,             0.90554,             0.67353,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 152,              1.1839,             0.97614,              1.6421,              0.8714,             0.87527,             0.88585,             0.65869,                   0,                   0,                   0,            0.005017,            0.005017,            0.005017
                 153,              1.1195,             0.91302,              1.5967,             0.91147,             0.86667,              0.9006,             0.66301,                   0,                   0,                   0,            0.004984,            0.004984,            0.004984
                 154,              1.2132,              1.0072,               1.703,             0.89727,              0.8625,             0.90988,             0.66838,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 155,              1.2092,             0.99108,              1.6825,             0.92575,              0.8625,             0.91865,             0.68093,                   0,                   0,                   0,            0.004918,            0.004918,            0.004918
                 156,              1.1424,              0.9863,              1.6207,             0.94221,             0.81518,             0.91541,             0.67281,                   0,                   0,                   0,            0.004885,            0.004885,            0.004885
                 157,              1.1664,             0.91118,              1.6031,             0.90656,             0.85833,             0.92911,             0.68931,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 158,              1.1793,               1.041,              1.6472,             0.90959,             0.85833,             0.90506,             0.65754,                   0,                   0,                   0,            0.004819,            0.004819,            0.004819
                 159,              1.1659,             0.97849,              1.6334,             0.92428,             0.86466,             0.92432,             0.69732,                   0,                   0,                   0,            0.004786,            0.004786,            0.004786
                 160,              1.1622,             0.95466,               1.608,             0.95904,             0.87813,             0.93557,             0.70685,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 161,              1.1331,             0.93794,              1.5742,             0.92117,             0.87083,             0.92116,             0.69392,                   0,                   0,                   0,             0.00472,             0.00472,             0.00472
                 162,              1.0909,              0.9067,              1.5884,             0.83779,               0.825,              0.8036,             0.59302,                   0,                   0,                   0,            0.004687,            0.004687,            0.004687
                 163,              1.1595,             0.95473,              1.6288,             0.96675,             0.84167,             0.93237,             0.69799,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 164,              1.1733,             0.96963,              1.6033,             0.92575,             0.88315,             0.93969,             0.69347,                   0,                   0,                   0,            0.004621,            0.004621,            0.004621
                 165,              1.1222,             0.93601,              1.5744,             0.91151,              0.8875,             0.93736,             0.69298,                   0,                   0,                   0,            0.004588,            0.004588,            0.004588
                 166,              1.0838,             0.88258,              1.5702,             0.95063,              0.8625,             0.92947,             0.68782,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                 167,              1.1463,             0.90657,              1.5877,             0.96375,             0.88617,             0.94476,             0.70218,                   0,                   0,                   0,            0.004522,            0.004522,            0.004522
                 168,              1.1216,             0.93911,              1.5825,             0.91968,             0.85881,             0.93318,             0.69458,                   0,                   0,                   0,            0.004489,            0.004489,            0.004489
                 169,              1.1045,               0.916,              1.5708,             0.90877,             0.87157,             0.92531,             0.68949,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                 170,               1.142,             0.98405,              1.6344,             0.87437,             0.89583,             0.89903,             0.66663,                   0,                   0,                   0,            0.004423,            0.004423,            0.004423
                 171,               1.118,             0.93033,                1.61,             0.93447,             0.85417,             0.93541,             0.70732,                   0,                   0,                   0,             0.00439,             0.00439,             0.00439
                 172,              1.1715,             0.90429,              1.5994,             0.93077,              0.8375,             0.91716,             0.68619,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                 173,              1.1245,             0.91393,               1.598,             0.88099,             0.89583,             0.90985,             0.67829,                   0,                   0,                   0,            0.004324,            0.004324,            0.004324
                 174,              1.1294,             0.91109,              1.5915,             0.92986,               0.825,             0.90705,             0.67413,                   0,                   0,                   0,            0.004291,            0.004291,            0.004291
                 175,              1.1712,             0.87714,              1.6538,             0.95689,             0.85417,              0.9468,             0.70853,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 176,              1.1441,             0.90021,              1.6391,             0.94684,             0.89062,             0.94427,             0.70683,                   0,                   0,                   0,            0.004225,            0.004225,            0.004225
                 177,              1.0408,             0.80854,              1.5064,             0.94698,             0.89306,             0.94577,             0.70522,                   0,                   0,                   0,            0.004192,            0.004192,            0.004192
                 178,              1.1414,             0.88489,               1.599,             0.95842,             0.86448,             0.93957,             0.69361,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 179,              1.1337,             0.97933,              1.6252,              0.9406,              0.8577,             0.93036,             0.68545,                   0,                   0,                   0,            0.004126,            0.004126,            0.004126
                 180,              1.1286,             0.94604,              1.5652,             0.92799,             0.85916,             0.93008,             0.69019,                   0,                   0,                   0,            0.004093,            0.004093,            0.004093
                 181,              1.0823,             0.84966,              1.5532,             0.94169,             0.87473,             0.94299,             0.70701,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 182,              1.1757,             0.94409,              1.6377,             0.94302,             0.85833,             0.94973,             0.70058,                   0,                   0,                   0,            0.004027,            0.004027,            0.004027
                 183,              1.1435,             0.97021,              1.6093,             0.93462,             0.89341,             0.94791,              0.7117,                   0,                   0,                   0,            0.003994,            0.003994,            0.003994
                 184,              1.1396,             0.93932,              1.6069,              0.9136,             0.88118,             0.93841,             0.70018,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 185,               1.077,             0.89645,              1.5259,             0.93185,             0.88333,             0.94147,             0.70221,                   0,                   0,                   0,            0.003928,            0.003928,            0.003928
                 186,              1.0864,             0.82427,              1.5624,             0.93865,               0.875,             0.94302,             0.70639,                   0,                   0,                   0,            0.003895,            0.003895,            0.003895
                 187,              1.1167,             0.87518,              1.5719,             0.94986,             0.86667,             0.94285,             0.71134,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 188,              1.1259,             0.91697,              1.6317,               0.933,             0.88333,             0.92273,             0.69388,                   0,                   0,                   0,            0.003829,            0.003829,            0.003829
                 189,              1.1247,             0.90756,                1.59,             0.92743,             0.87917,             0.94316,              0.7103,                   0,                   0,                   0,            0.003796,            0.003796,            0.003796
                 190,              1.1637,              0.9695,              1.6115,              0.9487,             0.84583,             0.93889,             0.69415,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 191,              1.1394,             0.89984,              1.5562,             0.96489,             0.85833,             0.95538,             0.71759,                   0,                   0,                   0,             0.00373,             0.00373,             0.00373
                 192,              1.1217,             0.94661,              1.5671,             0.96245,             0.85435,             0.93236,             0.69912,                   0,                   0,                   0,            0.003697,            0.003697,            0.003697
                 193,              1.1398,              0.8647,              1.6098,             0.92893,             0.87139,             0.91591,             0.68032,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 194,              1.1066,             0.85119,               1.578,             0.90349,             0.89719,             0.90954,             0.67425,                   0,                   0,                   0,            0.003631,            0.003631,            0.003631
                 195,              1.0998,             0.85598,              1.5676,             0.92975,                0.85,             0.90778,             0.67811,                   0,                   0,                   0,            0.003598,            0.003598,            0.003598
                 196,              1.0747,             0.83881,              1.5603,             0.93399,              0.8625,             0.91131,             0.68583,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 197,              1.1048,             0.88902,              1.5563,             0.91096,              0.8526,             0.90129,             0.67875,                   0,                   0,                   0,            0.003532,            0.003532,            0.003532
                 198,              1.0819,             0.84144,              1.5823,             0.93054,             0.83728,             0.92381,             0.68674,                   0,                   0,                   0,            0.003499,            0.003499,            0.003499
                 199,              1.0593,             0.84046,              1.5107,             0.89971,             0.85969,               0.913,              0.6766,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 200,               1.094,             0.83744,              1.5455,             0.88392,             0.83333,             0.86267,             0.63807,                   0,                   0,                   0,            0.003433,            0.003433,            0.003433
                 201,               1.103,             0.85582,              1.5567,             0.83957,             0.85038,             0.83815,              0.6191,                   0,                   0,                   0,              0.0034,              0.0034,              0.0034
                 202,              1.1255,             0.89406,              1.5593,              0.8602,             0.87917,             0.85403,             0.63248,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                 203,              1.1601,             0.92418,              1.6214,             0.86272,              0.8625,             0.83949,             0.62481,                   0,                   0,                   0,            0.003334,            0.003334,            0.003334
                 204,              1.0646,             0.85168,              1.5229,             0.86583,             0.88734,             0.87321,             0.64584,                   0,                   0,                   0,            0.003301,            0.003301,            0.003301
                 205,               1.101,             0.88731,              1.5718,             0.85644,             0.89485,              0.8469,             0.63159,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                 206,              1.1111,             0.88822,              1.5332,             0.88423,               0.875,             0.87674,              0.6458,                   0,                   0,                   0,            0.003235,            0.003235,            0.003235
                 207,              1.1206,             0.86933,              1.5656,             0.90241,              0.8875,             0.89671,              0.6636,                   0,                   0,                   0,            0.003202,            0.003202,            0.003202
                 208,              1.0488,             0.86278,              1.5113,             0.90175,             0.87917,             0.89551,             0.66544,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                 209,              1.0988,             0.89281,              1.6277,             0.90729,                0.85,             0.89476,             0.66135,                   0,                   0,                   0,            0.003136,            0.003136,            0.003136
                 210,              1.1558,             0.94089,                1.61,             0.94543,             0.86632,             0.93603,             0.68883,                   0,                   0,                   0,            0.003103,            0.003103,            0.003103
                 211,              1.0737,             0.88049,               1.558,             0.97628,             0.85729,             0.94375,             0.70704,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                 212,              1.1845,              0.9562,              1.6353,             0.92928,             0.87602,             0.94614,             0.70638,                   0,                   0,                   0,            0.003037,            0.003037,            0.003037
                 213,              1.1205,             0.85781,              1.5625,             0.93659,             0.87917,             0.93553,             0.70119,                   0,                   0,                   0,            0.003004,            0.003004,            0.003004
                 214,              1.0354,             0.80146,              1.5112,             0.95296,              0.8625,             0.93582,             0.69669,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                 215,              1.0905,             0.84907,              1.5808,             0.95064,             0.88279,             0.93413,             0.69895,                   0,                   0,                   0,            0.002938,            0.002938,            0.002938
                 216,              1.1099,             0.87998,              1.5484,             0.94252,             0.88825,             0.93774,             0.70494,                   0,                   0,                   0,            0.002905,            0.002905,            0.002905
                 217,              1.1523,             0.93085,              1.6258,             0.93897,             0.89747,             0.93747,             0.70477,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                 218,              1.0979,             0.84362,               1.616,             0.94745,              0.8875,             0.94313,             0.71493,                   0,                   0,                   0,            0.002839,            0.002839,            0.002839
                 219,               1.111,             0.89131,              1.5565,             0.94673,             0.88862,             0.94687,             0.70932,                   0,                   0,                   0,            0.002806,            0.002806,            0.002806
                 220,              1.1462,             0.93306,              1.5899,             0.95598,               0.875,             0.94506,             0.70304,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                 221,              1.1329,             0.90161,              1.6422,             0.99033,             0.85304,             0.94448,             0.69795,                   0,                   0,                   0,             0.00274,             0.00274,             0.00274
                 222,              1.1009,             0.85308,               1.587,             0.97116,             0.86667,              0.9394,             0.69178,                   0,                   0,                   0,            0.002707,            0.002707,            0.002707
                 223,              1.0783,             0.84707,              1.5501,             0.96288,             0.86472,             0.93754,             0.69799,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                 224,              1.0993,             0.85796,              1.5083,              0.9338,             0.88154,             0.94264,             0.70031,                   0,                   0,                   0,            0.002641,            0.002641,            0.002641
                 225,              1.0551,             0.82358,              1.5405,             0.93149,             0.87083,             0.93285,             0.69595,                   0,                   0,                   0,            0.002608,            0.002608,            0.002608
                 226,              1.0518,             0.78407,              1.5237,             0.92457,             0.88333,             0.94933,             0.71531,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                 227,               1.077,             0.85984,               1.593,             0.94709,             0.89167,             0.94639,             0.70935,                   0,                   0,                   0,            0.002542,            0.002542,            0.002542
                 228,              1.0404,             0.77557,              1.5215,             0.90607,              0.8842,             0.93057,             0.69267,                   0,                   0,                   0,            0.002509,            0.002509,            0.002509
                 229,              1.1038,             0.82037,              1.5795,             0.98085,             0.85377,             0.94098,             0.70168,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                 230,              1.0322,             0.78602,              1.4721,             0.96183,             0.83995,              0.9235,             0.68002,                   0,                   0,                   0,            0.002443,            0.002443,            0.002443
                 231,              1.0669,             0.88728,              1.5403,             0.92899,               0.875,             0.93051,             0.68886,                   0,                   0,                   0,             0.00241,             0.00241,             0.00241
                 232,              1.0776,             0.80401,              1.5083,             0.98038,             0.84583,             0.92856,             0.69156,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                 233,              1.1428,             0.87756,              1.6112,             0.96873,               0.875,             0.94097,             0.71155,                   0,                   0,                   0,            0.002344,            0.002344,            0.002344
                 234,              1.0619,              0.8191,               1.554,             0.94519,               0.875,               0.932,             0.69516,                   0,                   0,                   0,            0.002311,            0.002311,            0.002311
                 235,              1.0949,             0.85117,              1.5684,             0.97076,              0.8625,             0.94164,             0.70483,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                 236,              1.0651,             0.79597,              1.5133,             0.96724,             0.86102,             0.93679,             0.70316,                   0,                   0,                   0,            0.002245,            0.002245,            0.002245
                 237,              1.0853,              0.8166,              1.5307,             0.95983,              0.8625,              0.9296,             0.69649,                   0,                   0,                   0,            0.002212,            0.002212,            0.002212
                 238,              1.0637,             0.79391,               1.511,             0.93621,             0.87917,             0.93487,             0.70301,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                 239,              1.0767,             0.84582,              1.5096,              0.9575,             0.87917,             0.94216,              0.7111,                   0,                   0,                   0,            0.002146,            0.002146,            0.002146
                 240,              1.1194,             0.84834,              1.5754,             0.98096,              0.8586,             0.93813,             0.70388,                   0,                   0,                   0,            0.002113,            0.002113,            0.002113
                 241,              1.0513,             0.83651,               1.496,             0.96671,             0.87083,             0.93898,             0.69908,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                 242,              1.0855,             0.85484,              1.5283,             0.97234,             0.87882,             0.93942,             0.70795,                   0,                   0,                   0,            0.002047,            0.002047,            0.002047
                 243,              1.0978,             0.83906,              1.5625,             0.93024,             0.88905,              0.9314,             0.69515,                   0,                   0,                   0,            0.002014,            0.002014,            0.002014
                 244,              1.1147,             0.81746,              1.5588,             0.93931,             0.87917,              0.9366,             0.69836,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                 245,              1.0727,             0.79095,              1.5507,             0.94257,             0.88895,             0.94201,             0.71266,                   0,                   0,                   0,            0.001948,            0.001948,            0.001948
                 246,              1.1093,             0.84597,               1.596,              0.9507,             0.88376,             0.93981,             0.70662,                   0,                   0,                   0,            0.001915,            0.001915,            0.001915
                 247,               1.126,             0.88639,              1.6314,             0.96374,             0.88588,             0.94462,             0.71023,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                 248,               1.086,             0.79929,              1.5427,             0.95894,             0.87587,             0.94546,             0.70823,                   0,                   0,                   0,            0.001849,            0.001849,            0.001849
                 249,              1.0589,             0.82941,               1.511,             0.96969,             0.87083,             0.94332,             0.70815,                   0,                   0,                   0,            0.001816,            0.001816,            0.001816
                 250,              1.1045,             0.83674,              1.5573,             0.96456,               0.875,             0.94003,             0.70272,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                 251,              1.0509,             0.78438,              1.5218,             0.95499,               0.884,             0.94339,             0.70691,                   0,                   0,                   0,             0.00175,             0.00175,             0.00175
                 252,              1.0151,             0.78424,              1.4844,             0.94777,               0.875,             0.94479,             0.70005,                   0,                   0,                   0,            0.001717,            0.001717,            0.001717
                 253,              1.0547,             0.81543,              1.5159,             0.97685,               0.879,             0.94465,             0.69973,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                 254,              1.0516,              0.8087,              1.5144,             0.94617,             0.87887,             0.93296,              0.6854,                   0,                   0,                   0,            0.001651,            0.001651,            0.001651
                 255,              1.0519,             0.82344,              1.4998,             0.97683,              0.8785,             0.93963,             0.70936,                   0,                   0,                   0,            0.001618,            0.001618,            0.001618
                 256,              1.0549,               0.808,               1.535,             0.95459,             0.87586,             0.94277,             0.70981,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                 257,              1.0223,             0.80016,              1.5095,             0.97243,             0.88172,             0.94628,             0.71112,                   0,                   0,                   0,            0.001552,            0.001552,            0.001552
                 258,              1.0398,             0.77791,               1.499,             0.97117,             0.88333,              0.9435,             0.70608,                   0,                   0,                   0,            0.001519,            0.001519,            0.001519
                 259,             0.99915,             0.73421,              1.4452,             0.96362,             0.88287,             0.94179,             0.71058,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                 260,              1.0591,             0.79221,              1.5198,             0.97712,             0.88974,             0.94597,              0.7149,                   0,                   0,                   0,            0.001453,            0.001453,            0.001453
                 261,              1.1514,             0.87847,              1.6178,             0.96389,             0.88977,             0.94719,             0.71183,                   0,                   0,                   0,             0.00142,             0.00142,             0.00142
                 262,              1.0491,             0.85215,              1.5703,             0.97263,             0.88857,             0.94533,             0.71424,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                 263,               1.035,             0.77514,              1.5295,              0.9581,             0.88333,             0.94124,             0.71085,                   0,                   0,                   0,            0.001354,            0.001354,            0.001354
                 264,              1.0595,             0.79051,              1.5206,             0.96733,              0.8637,             0.94177,             0.71214,                   0,                   0,                   0,            0.001321,            0.001321,            0.001321
                 265,              1.0706,             0.80326,               1.531,             0.96754,             0.86938,             0.94046,             0.70511,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                 266,              1.0521,             0.80653,               1.533,             0.94232,             0.88499,             0.94021,             0.70717,                   0,                   0,                   0,            0.001255,            0.001255,            0.001255
                 267,              1.0531,             0.77699,              1.4973,             0.92603,             0.88676,             0.92976,             0.69717,                   0,                   0,                   0,            0.001222,            0.001222,            0.001222
                 268,              1.0542,             0.79774,              1.4625,             0.94197,             0.87919,             0.94438,             0.70853,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                 269,              1.0068,             0.82458,              1.4807,             0.93727,             0.87155,             0.94595,             0.70584,                   0,                   0,                   0,            0.001156,            0.001156,            0.001156
                 270,              1.0794,              0.8389,              1.5359,             0.94211,             0.88157,             0.95249,             0.70687,                   0,                   0,                   0,            0.001123,            0.001123,            0.001123
                 271,              1.0485,             0.82248,              1.5116,             0.94042,             0.89167,             0.95329,             0.71186,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                 272,              1.0789,             0.83449,              1.5427,             0.95095,             0.89583,             0.95488,             0.71342,                   0,                   0,                   0,            0.001057,            0.001057,            0.001057
                 273,              1.0404,             0.81981,              1.5114,             0.95544,             0.89338,             0.95262,             0.71727,                   0,                   0,                   0,            0.001024,            0.001024,            0.001024
                 274,              1.0801,             0.83059,               1.519,             0.97218,             0.87352,             0.95038,             0.71225,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                 275,              1.0545,             0.85642,               1.528,             0.94468,             0.89167,              0.9499,             0.70411,                   0,                   0,                   0,            0.000958,            0.000958,            0.000958
                 276,              1.0365,             0.80405,              1.4865,             0.96117,             0.88333,             0.95129,             0.70847,                   0,                   0,                   0,            0.000925,            0.000925,            0.000925
                 277,              1.0446,             0.78825,              1.4738,             0.94431,             0.89583,             0.95181,             0.70898,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                 278,              1.1056,             0.81925,              1.5617,             0.96955,              0.8625,              0.9445,             0.70883,                   0,                   0,                   0,            0.000859,            0.000859,            0.000859
                 279,              1.0682,             0.78981,              1.5317,             0.95008,               0.875,             0.93796,             0.70226,                   0,                   0,                   0,            0.000826,            0.000826,            0.000826
                 280,              1.0075,             0.74027,              1.4985,              0.9573,              0.8875,             0.94939,             0.71493,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                 281,              1.0586,             0.79697,              1.5265,             0.95897,              0.8765,             0.94418,             0.70914,                   0,                   0,                   0,             0.00076,             0.00076,             0.00076
                 282,              1.0055,             0.84706,              1.5065,             0.95403,             0.86464,             0.94179,             0.70713,                   0,                   0,                   0,            0.000727,            0.000727,            0.000727
                 283,              1.0805,             0.80817,              1.5741,             0.95056,             0.89583,             0.94768,             0.71418,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                 284,              1.0528,             0.82394,              1.5587,              0.9676,              0.8875,             0.94789,             0.70883,                   0,                   0,                   0,            0.000661,            0.000661,            0.000661
                 285,             0.99439,             0.73005,              1.4745,             0.93328,             0.88333,             0.94492,             0.70484,                   0,                   0,                   0,            0.000628,            0.000628,            0.000628
                 286,                1.03,             0.76867,              1.4651,              0.9498,             0.86722,             0.94677,             0.70227,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                 287,              1.0423,             0.80229,              1.5037,             0.96882,             0.88333,             0.95319,              0.7101,                   0,                   0,                   0,            0.000562,            0.000562,            0.000562
                 288,              1.0724,             0.84093,               1.553,             0.96343,             0.87809,             0.94931,              0.7081,                   0,                   0,                   0,            0.000529,            0.000529,            0.000529
                 289,              1.0139,             0.81113,              1.4867,             0.96523,               0.875,             0.95023,             0.71134,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                 290,              1.0065,             0.76375,              1.4847,             0.97155,             0.87917,             0.95279,             0.71234,                   0,                   0,                   0,            0.000463,            0.000463,            0.000463
                 291,              1.0579,             0.81952,              1.5097,             0.96137,              0.8875,             0.95296,             0.71634,                   0,                   0,                   0,             0.00043,             0.00043,             0.00043
